"Codi";"Sigles";"Vots";"percent"
"08293";"Sí - No";"3";"1,99"
"08293";"Sí - En blanc";"1";",66"
"08293";"No";"0";",00"
"08293";"En blanc";"1";",66"
"08293";"Altres";"3";"1,99"
"08299";"Sí - Sí";"261";"93,21"
"08299";"Sí - No";"5";"1,79"
"08299";"Sí - En blanc";"1";",36"
"08299";"No";"4";"1,43"
"08299";"En blanc";"1";",36"
"08299";"Altres";"8";"2,86"
"08308";"Sí - Sí";"107";"93,04"
"08308";"Sí - No";"3";"2,61"
"08308";"Sí - En blanc";"1";",87"
"08308";"No";"0";",00"
"08308";"En blanc";"1";",87"
"08308";"Altres";"3";"2,61"
"17006";"Sí - Sí";"505";"86,77"
"17006";"Sí - No";"34";"5,84"
"17006";"Sí - En blanc";"6";"1,03"
"17006";"No";"17";"2,92"
"17006";"En blanc";"5";",86"
"17006";"Altres";"15";"2,58"
"25051";"Sí - Sí";"754";"87,88"
"25051";"Sí - No";"40";"4,66"
"25051";"Sí - En blanc";"13";"1,52"
"25051";"No";"9";"1,05"
"25051";"En blanc";"15";"1,75"
"25051";"Altres";"27";"3,15"
"17024";"Sí - Sí";"120";"78,95"
"17024";"Sí - No";"15";"9,87"
"17024";"Sí - En blanc";"0";",00"
"17024";"No";"8";"5,26"
"17024";"En blanc";"4";"2,63"
"17024";"Altres";"5";"3,29"
"17061";"Sí - Sí";"82";"100,00"
"17061";"Sí - No";"0";",00"
"17061";"Sí - En blanc";"0";",00"
"17061";"No";"0";",00"
"17061";"En blanc";"0";",00"
"17061";"Altres";"0";",00"
"17069";"Sí - Sí";"182";"92,39"
"17069";"Sí - No";"8";"4,06"
"17069";"Sí - En blanc";"2";"1,02"
"17069";"No";"3";"1,52"
"17069";"En blanc";"0";",00"
"17069";"Altres";"2";"1,02"
"17078";"Sí - Sí";"178";"94,18"
"17078";"Sí - No";"3";"1,59"
"17078";"Sí - En blanc";"2";"1,06"
"17078";"No";"1";",53"
"17078";"En blanc";"1";",53"
"17078";"Altres";"4";"2,12"
"17082";"Sí - Sí";"186";"93,00"
"17082";"Sí - No";"6";"3,00"
"17082";"Sí - En blanc";"1";",50"
"17082";"No";"4";"2,00"
"17082";"En blanc";"1";",50"
"17082";"Altres";"2";"1,00"
"17084";"Sí - Sí";"103";"86,55"
"17084";"Sí - No";"11";"9,24"
"17084";"Sí - En blanc";"3";"2,52"
"17084";"No";"0";",00"
"17084";"En blanc";"1";",84"
"17084";"Altres";"1";",84"
"25127";"Sí - Sí";"130";"92,86"
"25127";"Sí - No";"3";"2,14"
"25127";"Sí - En blanc";"2";"1,43"
"25127";"No";"1";",71"
"25127";"En blanc";"0";",00"
"25127";"Altres";"4";"2,86"
"17094";"Sí - Sí";"447";"87,99"
"17094";"Sí - No";"22";"4,33"
"17094";"Sí - En blanc";"10";"1,97"
"17094";"No";"11";"2,17"
"17094";"En blanc";"3";",59"
"17094";"Altres";"15";"2,95"
"17099";"Sí - Sí";"35";"87,50"
"17099";"Sí - No";"2";"5,00"
"17099";"Sí - En blanc";"0";",00"
"17099";"No";"3";"7,50"
"17099";"En blanc";"0";",00"
"17099";"Altres";"0";",00"
"25139";"Sí - Sí";"245";"83,62"
"25139";"Sí - No";"20";"6,83"
"25139";"Sí - En blanc";"2";",68"
"25139";"No";"9";"3,07"
"25139";"En blanc";"4";"1,37"
"25139";"Altres";"13";"4,44"
"25175";"Sí - Sí";"94";"89,52"
"25175";"Sí - No";"1";",95"
"25175";"Sí - En blanc";"0";",00"
"25175";"No";"6";"5,71"
"25175";"En blanc";"2";"1,90"
"25175";"Altres";"2";"1,90"
"25179";"Sí - Sí";"105";"92,11"
"25179";"Sí - No";"5";"4,39"
"25179";"Sí - En blanc";"1";",88"
"25179";"No";"0";",00"
"25179";"En blanc";"1";",88"
"25179";"Altres";"2";"1,75"
"17141";"Sí - Sí";"2261";"81,33"
"17141";"Sí - No";"216";"7,77"
"17141";"Sí - En blanc";"27";",97"
"17141";"No";"117";"4,21"
"17141";"En blanc";"17";",61"
"17141";"Altres";"142";"5,11"
"25913";"Sí - Sí";"51";"96,23"
"25913";"Sí - No";"1";"1,89"
"25913";"Sí - En blanc";"0";",00"
"25913";"No";"1";"1,89"
"25913";"En blanc";"0";",00"
"25913";"Altres";"0";",00"
"17206";"Sí - Sí";"76";"86,36"
"17206";"Sí - No";"2";"2,27"
"17206";"Sí - En blanc";"7";"7,95"
"17206";"No";"1";"1,14"
"17206";"En blanc";"2";"2,27"
"17206";"Altres";"0";",00"
"43021";"Sí - Sí";"190";"89,62"
"43021";"Sí - No";"9";"4,25"
"43021";"Sí - En blanc";"2";",94"
"43021";"No";"7";"3,30"
"43021";"En blanc";"0";",00"
"43021";"Altres";"4";"1,89"
"43029";"Sí - Sí";"230";"90,55"
"43029";"Sí - No";"7";"2,76"
"43029";"Sí - En blanc";"4";"1,57"
"43029";"No";"2";",79"
"43029";"En blanc";"0";",00"
"43029";"Altres";"11";"4,33"
"43046";"Sí - Sí";"54";"94,74"
"43046";"Sí - No";"1";"1,75"
"43046";"Sí - En blanc";"0";",00"
"43046";"No";"0";",00"
"43046";"En blanc";"0";",00"
"43046";"Altres";"2";"3,51"
"43054";"Sí - Sí";"1715";"90,07"
"43054";"Sí - No";"68";"3,57"
"43054";"Sí - En blanc";"16";",84"
"43054";"No";"37";"1,94"
"43054";"En blanc";"27";"1,42"
"43054";"Altres";"41";"2,15"
"43061";"Sí - Sí";"17";"100,00"
"43061";"Sí - No";"0";",00"
"43061";"Sí - En blanc";"0";",00"
"43061";"No";"0";",00"
"43061";"En blanc";"0";",00"
"43061";"Altres";"0";",00"
"43073";"Sí - Sí";"41";"85,42"
"43073";"Sí - No";"4";"8,33"
"43073";"Sí - En blanc";"3";"6,25"
"43073";"No";"0";",00"
"43073";"En blanc";"0";",00"
"43073";"Altres";"0";",00"
"43086";"Sí - Sí";"2941";"88,29"
"43086";"Sí - No";"140";"4,20"
"43086";"Sí - En blanc";"31";",93"
"43086";"No";"77";"2,31"
"43086";"En blanc";"10";",30"
"43086";"Altres";"132";"3,96"
"43101";"Sí - Sí";"80";"89,89"
"43101";"Sí - No";"5";"5,62"
"43101";"Sí - En blanc";"0";",00"
"43101";"No";"2";"2,25"
"43101";"En blanc";"0";",00"
"43101";"Altres";"2";"2,25"
"43105";"Sí - Sí";"98";"93,33"
"43105";"Sí - No";"5";"4,76"
"43105";"Sí - En blanc";"0";",00"
"43105";"No";"0";",00"
"43105";"En blanc";"2";"1,90"
"43105";"Altres";"0";",00"
"43107";"Sí - Sí";"244";"89,71"
"43107";"Sí - No";"13";"4,78"
"43107";"Sí - En blanc";"1";",37"
"43107";"No";"3";"1,10"
"43107";"En blanc";"2";",74"
"43107";"Altres";"9";"3,31"
"43141";"Sí - Sí";"38";"90,48"
"43141";"Sí - No";"1";"2,38"
"43141";"Sí - En blanc";"0";",00"
"43141";"No";"3";"7,14"
"43141";"En blanc";"0";",00"
"43141";"Altres";"0";",00"
"43130";"Sí - Sí";"139";"94,56"
"43130";"Sí - No";"2";"1,36"
"43130";"Sí - En blanc";"4";"2,72"
"43130";"No";"0";",00"
"43130";"En blanc";"1";",68"
"43130";"Altres";"1";",68"
"43139";"Sí - Sí";"1298";"88,97"
"43139";"Sí - No";"57";"3,91"
"43139";"Sí - En blanc";"14";",96"
"43139";"No";"18";"1,23"
"43139";"En blanc";"1";",07"
"43139";"Altres";"71";"4,87"
"43142";"Sí - Sí";"636";"87,48"
"43142";"Sí - No";"30";"4,13"
"43142";"Sí - En blanc";"9";"1,24"
"43142";"No";"29";"3,99"
"43142";"En blanc";"7";",96"
"43142";"Altres";"16";"2,20"
"43143";"Sí - Sí";"30";"88,24"
"43143";"Sí - No";"2";"5,88"
"43143";"Sí - En blanc";"0";",00"
"43143";"No";"0";",00"
"43143";"En blanc";"2";"5,88"
"43143";"Altres";"0";",00"
"43146";"Sí - Sí";"21";"100,00"
"43146";"Sí - No";"0";",00"
"43146";"Sí - En blanc";"0";",00"
"43146";"No";"0";",00"
"43146";"En blanc";"0";",00"
"43146";"Altres";"0";",00"
"43147";"Sí - Sí";"371";"93,69"
"43147";"Sí - No";"9";"2,27"
"43147";"Sí - En blanc";"2";",51"
"43147";"No";"2";",51"
"43147";"En blanc";"6";"1,52"
"43147";"Altres";"6";"1,52"
"43158";"Sí - Sí";"53";"91,38"
"43158";"Sí - No";"3";"5,17"
"43158";"Sí - En blanc";"0";",00"
"43158";"No";"0";",00"
"43158";"En blanc";"1";"1,72"
"43158";"Altres";"1";"1,72"
"43159";"Sí - Sí";"52";"92,86"
"43159";"Sí - No";"0";",00"
"43159";"Sí - En blanc";"1";"1,79"
"43159";"No";"2";"3,57"
"43159";"En blanc";"1";"1,79"
"43159";"Altres";"0";",00"
"43168";"Sí - Sí";"58";"90,63"
"43168";"Sí - No";"2";"3,13"
"43168";"Sí - En blanc";"3";"4,69"
"43168";"No";"1";"1,56"
"43168";"En blanc";"0";",00"
"43168";"Altres";"0";",00"
"43172";"Sí - Sí";"203";"89,04"
"43172";"Sí - No";"5";"2,19"
"43172";"Sí - En blanc";"1";",44"
"43172";"No";"12";"5,26"
"43172";"En blanc";"3";"1,32"
"43172";"Altres";"4";"1,75"
"43176";"Sí - Sí";"538";"91,81"
"43176";"Sí - No";"25";"4,27"
"43176";"Sí - En blanc";"8";"1,37"
"43176";"No";"2";",34"
"43176";"En blanc";"7";"1,19"
"43176";"Altres";"6";"1,02"
"08043";"Sí - Sí";"894";"77,54"
"08043";"Sí - No";"98";"8,50"
"08043";"Sí - En blanc";"13";"1,13"
"08043";"No";"66";"5,72"
"08043";"En blanc";"3";",26"
"08043";"Altres";"79";"6,85"
"08074";"Sí - Sí";"2622";"78,27"
"08074";"Sí - No";"383";"11,43"
"08074";"Sí - En blanc";"29";",87"
"08074";"No";"182";"5,43"
"08074";"En blanc";"10";",30"
"08074";"Altres";"124";"3,70"
"08148";"Sí - Sí";"583";"78,47"
"08148";"Sí - No";"75";"10,09"
"08148";"Sí - En blanc";"8";"1,08"
"08148";"No";"51";"6,86"
"08148";"En blanc";"5";",67"
"08148";"Altres";"21";"2,83"
"08231";"Sí - Sí";"5555";"77,16"
"08231";"Sí - No";"841";"11,68"
"08231";"Sí - En blanc";"72";"1,00"
"08231";"No";"384";"5,33"
"08231";"En blanc";"33";",46"
"08231";"Altres";"314";"4,36"
"08270";"Sí - Sí";"6248";"80,86"
"08270";"Sí - No";"873";"11,30"
"08270";"Sí - En blanc";"49";",63"
"08270";"No";"301";"3,90"
"08270";"En blanc";"40";",52"
"08270";"Altres";"216";"2,80"
"08307";"Sí - Sí";"16828";"81,38"
"08307";"Sí - No";"1998";"9,66"
"08307";"Sí - En blanc";"229";"1,11"
"08307";"No";"951";"4,60"
"08307";"En blanc";"95";",46"
"08307";"Altres";"577";"2,79"
"25006";"Sí - Sí";"172";"86,00"
"25006";"Sí - No";"11";"5,50"
"25006";"Sí - En blanc";"1";",50"
"25006";"No";"4";"2,00"
"25006";"En blanc";"2";"1,00"
"25006";"Altres";"10";"5,00"
"25009";"Sí - Sí";"382";"90,52"
"25009";"Sí - No";"15";"3,55"
"25009";"Sí - En blanc";"5";"1,18"
"25009";"No";"8";"1,90"
"25009";"En blanc";"4";",95"
"25009";"Altres";"8";"1,90"
"25029";"Sí - Sí";"1086";"90,12"
"25029";"Sí - No";"44";"3,65"
"25029";"Sí - En blanc";"26";"2,16"
"25029";"No";"13";"1,08"
"25029";"En blanc";"9";",75"
"25029";"Altres";"27";"2,24"
"25170";"Sí - Sí";"161";"86,56"
"25170";"Sí - No";"5";"2,69"
"25170";"Sí - En blanc";"4";"2,15"
"25170";"No";"6";"3,23"
"25170";"En blanc";"3";"1,61"
"25170";"Altres";"7";"3,76"
"25058";"Sí - Sí";"2567";"90,36"
"25058";"Sí - No";"118";"4,15"
"25058";"Sí - En blanc";"38";"1,34"
"25058";"No";"48";"1,69"
"25058";"En blanc";"18";",63"
"25058";"Altres";"52";"1,83"
"25056";"Sí - Sí";"174";"95,08"
"25056";"Sí - No";"6";"3,28"
"25056";"Sí - En blanc";"0";",00"
"25056";"No";"0";",00"
"25056";"En blanc";"1";",55"
"25056";"Altres";"2";"1,09"
"25067";"Sí - Sí";"329";"83,08"
"25067";"Sí - No";"26";"6,57"
"25067";"Sí - En blanc";"5";"1,26"
"25067";"No";"18";"4,55"
"25067";"En blanc";"4";"1,01"
"25067";"Altres";"14";"3,54"
"25073";"Sí - Sí";"354";"92,43"
"25073";"Sí - No";"6";"1,57"
"25073";"Sí - En blanc";"1";",26"
"25073";"No";"3";",78"
"25073";"En blanc";"15";"3,92"
"25073";"Altres";"4";"1,04"
"25076";"Sí - Sí";"101";"95,28"
"25076";"Sí - No";"4";"3,77"
"25076";"Sí - En blanc";"0";",00"
"25076";"No";"0";",00"
"25076";"En blanc";"1";",94"
"25076";"Altres";"0";",00"
"25081";"Sí - Sí";"199";"87,67"
"25081";"Sí - No";"16";"7,05"
"25081";"Sí - En blanc";"4";"1,76"
"25081";"No";"4";"1,76"
"25081";"En blanc";"1";",44"
"25081";"Altres";"3";"1,32"
"25092";"Sí - Sí";"90";"95,74"
"25092";"Sí - No";"1";"1,06"
"25092";"Sí - En blanc";"3";"3,19"
"25092";"No";"0";",00"
"25092";"En blanc";"0";",00"
"25092";"Altres";"0";",00"
"25097";"Sí - Sí";"46";"86,79"
"25097";"Sí - No";"0";",00"
"25097";"Sí - En blanc";"3";"5,66"
"25097";"No";"1";"1,89"
"25097";"En blanc";"3";"5,66"
"25097";"Altres";"0";",00"
"25101";"Sí - Sí";"378";"91,75"
"25101";"Sí - No";"17";"4,13"
"25101";"Sí - En blanc";"6";"1,46"
"25101";"No";"3";",73"
"25101";"En blanc";"6";"1,46"
"25101";"Altres";"2";",49"
"25105";"Sí - Sí";"71";"78,89"
"25105";"Sí - No";"5";"5,56"
"25105";"Sí - En blanc";"2";"2,22"
"25105";"No";"8";"8,89"
"25105";"En blanc";"3";"3,33"
"25105";"Altres";"1";"1,11"
"25118";"Sí - Sí";"208";"84,90"
"25118";"Sí - No";"12";"4,90"
"25118";"Sí - En blanc";"2";",82"
"25118";"No";"8";"3,27"
"25118";"En blanc";"2";",82"
"25118";"Altres";"13";"5,31"
"25119";"Sí - Sí";"1462";"90,14"
"25119";"Sí - No";"75";"4,62"
"25119";"Sí - En blanc";"26";"1,60"
"25119";"No";"28";"1,73"
"25119";"En blanc";"13";",80"
"25119";"Altres";"18";"1,11"
"25153";"Sí - Sí";"90";"88,24"
"25153";"Sí - No";"5";"4,90"
"25153";"Sí - En blanc";"3";"2,94"
"25153";"No";"2";"1,96"
"25153";"En blanc";"0";",00"
"25153";"Altres";"2";"1,96"
"25169";"Sí - Sí";"120";"88,24"
"25169";"Sí - No";"5";"3,68"
"25169";"Sí - En blanc";"5";"3,68"
"25169";"No";"2";"1,47"
"25169";"En blanc";"0";",00"
"25169";"Altres";"4";"2,94"
"25180";"Sí - Sí";"142";"94,67"
"25180";"Sí - No";"2";"1,33"
"25180";"Sí - En blanc";"2";"1,33"
"25180";"No";"0";",00"
"25180";"En blanc";"0";",00"
"25180";"Altres";"4";"2,67"
"25206";"Sí - Sí";"210";"92,51"
"25206";"Sí - No";"4";"1,76"
"25206";"Sí - En blanc";"4";"1,76"
"25206";"No";"1";",44"
"25206";"En blanc";"3";"1,32"
"25206";"Altres";"5";"2,20"
"25218";"Sí - Sí";"55";"94,83"
"25218";"Sí - No";"1";"1,72"
"25218";"Sí - En blanc";"0";",00"
"25218";"No";"1";"1,72"
"25218";"En blanc";"1";"1,72"
"25218";"Altres";"0";",00"
"25224";"Sí - Sí";"89";"89,90"
"25224";"Sí - No";"1";"1,01"
"25224";"Sí - En blanc";"2";"2,02"
"25224";"No";"4";"4,04"
"25224";"En blanc";"1";"1,01"
"25224";"Altres";"2";"2,02"
"25253";"Sí - Sí";"91";"84,26"
"25253";"Sí - No";"5";"4,63"
"25253";"Sí - En blanc";"2";"1,85"
"25253";"No";"4";"3,70"
"25253";"En blanc";"0";",00"
"25253";"Altres";"6";"5,56"
"25255";"Sí - Sí";"259";"87,80"
"25255";"Sí - No";"12";"4,07"
"25255";"Sí - En blanc";"8";"2,71"
"25255";"No";"7";"2,37"
"25255";"En blanc";"2";",68"
"25255";"Altres";"7";"2,37"
"17010";"Sí - Sí";"212";"90,21"
"17010";"Sí - No";"5";"2,13"
"17010";"Sí - En blanc";"3";"1,28"
"17010";"No";"4";"1,70"
"17010";"En blanc";"4";"1,70"
"17010";"Altres";"7";"2,98"
"17019";"Sí - Sí";"1166";"91,24"
"17019";"Sí - No";"31";"2,43"
"17019";"Sí - En blanc";"9";",70"
"17019";"No";"34";"2,66"
"17019";"En blanc";"9";",70"
"17019";"Altres";"29";"2,27"
"17021";"Sí - Sí";"66";"91,67"
"17021";"Sí - No";"4";"5,56"
"17021";"Sí - En blanc";"1";"1,39"
"17021";"No";"0";",00"
"17021";"En blanc";"0";",00"
"17021";"Altres";"1";"1,39"
"17046";"Sí - Sí";"444";"90,06"
"17046";"Sí - No";"8";"1,62"
"17046";"Sí - En blanc";"9";"1,83"
"17046";"No";"12";"2,43"
"17046";"En blanc";"5";"1,01"
"17046";"Altres";"15";"3,04"
"17098";"Sí - Sí";"172";"83,09"
"17098";"Sí - No";"9";"4,35"
"17098";"Sí - En blanc";"9";"4,35"
"17098";"No";"6";"2,90"
"17098";"En blanc";"3";"1,45"
"17098";"Altres";"8";"3,86"
"17105";"Sí - Sí";"147";"93,04"
"17105";"Sí - No";"4";"2,53"
"17105";"Sí - En blanc";"1";",63"
"17105";"No";"3";"1,90"
"17105";"En blanc";"1";",63"
"17105";"Altres";"2";"1,27"
"17109";"Sí - Sí";"457";"90,67"
"17109";"Sí - No";"17";"3,37"
"17109";"Sí - En blanc";"6";"1,19"
"17109";"No";"6";"1,19"
"17109";"En blanc";"10";"1,98"
"17109";"Altres";"8";"1,59"
"17114";"Sí - Sí";"12534";"91,38"
"17114";"Sí - No";"466";"3,40"
"17114";"Sí - En blanc";"101";",74"
"17114";"No";"218";"1,59"
"17114";"En blanc";"70";",51"
"17114";"Altres";"328";"2,39"
"17133";"Sí - Sí";"905";"91,41"
"17133";"Sí - No";"20";"2,02"
"17133";"Sí - En blanc";"9";",91"
"17133";"No";"14";"1,41"
"17133";"En blanc";"12";"1,21"
"17133";"Altres";"30";"3,03"
"17139";"Sí - Sí";"868";"90,32"
"17139";"Sí - No";"29";"3,02"
"17139";"Sí - En blanc";"7";",73"
"17139";"No";"12";"1,25"
"17139";"En blanc";"7";",73"
"17139";"Altres";"38";"3,95"
"17149";"Sí - Sí";"270";"95,07"
"17149";"Sí - No";"5";"1,76"
"17149";"Sí - En blanc";"2";",70"
"17149";"No";"2";",70"
"17149";"En blanc";"0";",00"
"17149";"Altres";"5";"1,76"
"17154";"Sí - Sí";"62";"91,18"
"17154";"Sí - No";"2";"2,94"
"17154";"Sí - En blanc";"1";"1,47"
"17154";"No";"0";",00"
"17154";"En blanc";"2";"2,94"
"17154";"Altres";"1";"1,47"
"17183";"Sí - Sí";"173";"97,74"
"17183";"Sí - No";"0";",00"
"17183";"Sí - En blanc";"0";",00"
"17183";"No";"2";"1,13"
"17183";"En blanc";"0";",00"
"17183";"Altres";"2";"1,13"
"17161";"Sí - Sí";"682";"91,91"
"17161";"Sí - No";"23";"3,10"
"17161";"Sí - En blanc";"3";",40"
"17161";"No";"7";",94"
"17161";"En blanc";"9";"1,21"
"17161";"Altres";"18";"2,43"
"17162";"Sí - Sí";"71";"92,21"
"17162";"Sí - No";"2";"2,60"
"17162";"Sí - En blanc";"0";",00"
"17162";"No";"3";"3,90"
"17162";"En blanc";"1";"1,30"
"17162";"Altres";"0";",00"
"17165";"Sí - Sí";"407";"90,44"
"17165";"Sí - No";"12";"2,67"
"17165";"Sí - En blanc";"7";"1,56"
"17165";"No";"3";",67"
"17165";"En blanc";"4";",89"
"17165";"Altres";"17";"3,78"
"17185";"Sí - Sí";"1432";"91,44"
"17185";"Sí - No";"52";"3,32"
"17185";"Sí - En blanc";"30";"1,92"
"17185";"No";"14";",89"
"17185";"En blanc";"4";",26"
"17185";"Altres";"34";"2,17"
"17184";"Sí - Sí";"919";"92,45"
"17184";"Sí - No";"22";"2,21"
"17184";"Sí - En blanc";"13";"1,31"
"17184";"No";"10";"1,01"
"17184";"En blanc";"12";"1,21"
"17184";"Altres";"18";"1,81"
"17200";"Sí - Sí";"379";"86,73"
"17200";"Sí - No";"15";"3,43"
"17200";"Sí - En blanc";"11";"2,52"
"17200";"No";"9";"2,06"
"17200";"En blanc";"7";"1,60"
"17200";"Altres";"16";"3,66"
"17208";"Sí - Sí";"642";"94,13"
"17208";"Sí - No";"21";"3,08"
"17208";"Sí - En blanc";"5";",73"
"17208";"No";"1";",15"
"17208";"En blanc";"3";",44"
"17208";"Altres";"10";"1,47"
"17207";"Sí - Sí";"1644";"93,36"
"17207";"Sí - No";"42";"2,39"
"17207";"Sí - En blanc";"18";"1,02"
"17207";"No";"17";",97"
"17207";"En blanc";"10";",57"
"17207";"Altres";"30";"1,70"
"17002";"Sí - Sí";"346";"89,18"
"17002";"Sí - No";"20";"5,15"
"17002";"Sí - En blanc";"4";"1,03"
"17002";"No";"9";"2,32"
"17002";"En blanc";"0";",00"
"17002";"Altres";"9";"2,32"
"17020";"Sí - Sí";"2259";"94,05"
"17020";"Sí - No";"64";"2,66"
"17020";"Sí - En blanc";"21";",87"
"17020";"No";"11";",46"
"17020";"En blanc";"10";",42"
"17020";"Altres";"37";"1,54"
"17025";"Sí - Sí";"817";"91,49"
"17025";"Sí - No";"34";"3,81"
"17025";"Sí - En blanc";"6";",67"
"17025";"No";"14";"1,57"
"17025";"En blanc";"7";",78"
"17025";"Altres";"15";"1,68"
"17038";"Sí - Sí";"225";"88,93"
"17038";"Sí - No";"10";"3,95"
"17038";"Sí - En blanc";"6";"2,37"
"17038";"No";"5";"1,98"
"17038";"En blanc";"2";",79"
"17038";"Altres";"5";"1,98"
"17040";"Sí - Sí";"324";"92,31"
"17040";"Sí - No";"14";"3,99"
"17040";"Sí - En blanc";"4";"1,14"
"17040";"No";"2";",57"
"17040";"En blanc";"4";"1,14"
"17040";"Altres";"3";",85"
"17044";"Sí - Sí";"4022";"91,26"
"17044";"Sí - No";"160";"3,63"
"17044";"Sí - En blanc";"28";",64"
"17044";"No";"60";"1,36"
"17044";"En blanc";"30";",68"
"17044";"Altres";"107";"2,43"
"17049";"Sí - Sí";"1742";"88,88"
"17049";"Sí - No";"112";"5,71"
"17049";"Sí - En blanc";"13";",66"
"17049";"No";"38";"1,94"
"17049";"En blanc";"11";",56"
"17049";"Altres";"44";"2,24"
"17050";"Sí - Sí";"432";"89,44"
"17050";"Sí - No";"19";"3,93"
"17050";"Sí - En blanc";"3";",62"
"17050";"No";"7";"1,45"
"17050";"En blanc";"4";",83"
"17050";"Altres";"18";"3,73"
"17067";"Sí - Sí";"460";"91,63"
"17067";"Sí - No";"18";"3,59"
"17067";"Sí - En blanc";"1";",20"
"17067";"No";"9";"1,79"
"17067";"En blanc";"3";",60"
"17067";"Altres";"11";"2,19"
"17073";"Sí - Sí";"1171";"91,06"
"17073";"Sí - No";"64";"4,98"
"17073";"Sí - En blanc";"7";",54"
"17073";"No";"25";"1,94"
"17073";"En blanc";"5";",39"
"17073";"Altres";"14";"1,09"
"17079";"Sí - Sí";"29775";"87,33"
"17079";"Sí - No";"2181";"6,40"
"17079";"Sí - En blanc";"253";",74"
"17079";"No";"952";"2,79"
"17079";"En blanc";"161";",47"
"17079";"Altres";"773";"2,27"
"17087";"Sí - Sí";"147";"89,63"
"17087";"Sí - No";"6";"3,66"
"17087";"Sí - En blanc";"4";"2,44"
"17087";"No";"2";"1,22"
"17087";"En blanc";"0";",00"
"17087";"Altres";"5";"3,05"
"17089";"Sí - Sí";"2721";"88,40"
"17089";"Sí - No";"157";"5,10"
"17089";"Sí - En blanc";"20";",65"
"17089";"No";"71";"2,31"
"17089";"En blanc";"22";",71"
"17089";"Altres";"87";"2,83"
"17090";"Sí - Sí";"335";"91,78"
"17090";"Sí - No";"10";"2,74"
"17090";"Sí - En blanc";"2";",55"
"17090";"No";"11";"3,01"
"17090";"En blanc";"0";",00"
"17090";"Altres";"7";"1,92"
"17097";"Sí - Sí";"135";"93,10"
"17097";"Sí - No";"5";"3,45"
"17097";"Sí - En blanc";"1";",69"
"17097";"No";"1";",69"
"17097";"En blanc";"1";",69"
"17097";"Altres";"2";"1,38"
"17142";"Sí - Sí";"1278";"86,06"
"17142";"Sí - No";"102";"6,87"
"17142";"Sí - En blanc";"13";",88"
"17142";"No";"46";"3,10"
"17142";"En blanc";"9";",61"
"17142";"Altres";"37";"2,49"
"17155";"Sí - Sí";"6133";"86,88"
"17155";"Sí - No";"340";"4,82"
"17155";"Sí - En blanc";"79";"1,12"
"17155";"No";"247";"3,50"
"17155";"En blanc";"27";",38"
"17155";"Altres";"233";"3,30"
"17157";"Sí - Sí";"92";"92,93"
"17157";"Sí - No";"5";"5,05"
"17157";"Sí - En blanc";"1";"1,01"
"17157";"No";"0";",00"
"17157";"En blanc";"1";"1,01"
"17157";"Altres";"0";",00"
"17163";"Sí - Sí";"1696";"92,02"
"17163";"Sí - No";"56";"3,04"
"17163";"Sí - En blanc";"13";",71"
"17163";"No";"23";"1,25"
"17163";"En blanc";"13";",71"
"17163";"Altres";"42";"2,28"
"17168";"Sí - Sí";"257";"90,49"
"17168";"Sí - No";"8";"2,82"
"17168";"Sí - En blanc";"2";",70"
"17168";"No";"3";"1,06"
"17168";"En blanc";"2";",70"
"17168";"Altres";"12";"4,23"
"17166";"Sí - Sí";"365";"94,56"
"17166";"Sí - No";"5";"1,30"
"17166";"Sí - En blanc";"3";",78"
"17166";"No";"2";",52"
"17166";"En blanc";"0";",00"
"17166";"Altres";"11";"2,85"
"17169";"Sí - Sí";"1224";"86,56"
"17169";"Sí - No";"88";"6,22"
"17169";"Sí - En blanc";"9";",64"
"17169";"No";"46";"3,25"
"17169";"En blanc";"9";",64"
"17169";"Altres";"38";"2,69"
"17172";"Sí - Sí";"289";"93,53"
"17172";"Sí - No";"8";"2,59"
"17172";"Sí - En blanc";"3";",97"
"17172";"No";"3";",97"
"17172";"En blanc";"1";",32"
"17172";"Altres";"5";"1,62"
"17173";"Sí - Sí";"120";"91,60"
"17173";"Sí - No";"6";"4,58"
"17173";"Sí - En blanc";"2";"1,53"
"17173";"No";"1";",76"
"17173";"En blanc";"0";",00"
"17173";"Altres";"2";"1,53"
"17186";"Sí - Sí";"1740";"84,92"
"17186";"Sí - No";"151";"7,37"
"17186";"Sí - En blanc";"17";",83"
"17186";"No";"65";"3,17"
"17186";"En blanc";"14";",68"
"17186";"Altres";"62";"3,03"
"17215";"Sí - Sí";"1146";"88,56"
"17215";"Sí - No";"75";"5,80"
"17215";"Sí - En blanc";"9";",70"
"17215";"No";"30";"2,32"
"17215";"En blanc";"8";",62"
"17215";"Altres";"26";"2,01"
"17216";"Sí - Sí";"123";"89,78"
"17216";"Sí - No";"5";"3,65"
"17216";"Sí - En blanc";"1";",73"
"17216";"No";"4";"2,92"
"17216";"En blanc";"2";"1,46"
"17216";"Altres";"2";"1,46"
"08003";"Sí - Sí";"3389";"83,74"
"08003";"Sí - No";"428";"10,58"
"08003";"Sí - En blanc";"24";",59"
"08003";"No";"87";"2,15"
"08003";"En blanc";"22";",54"
"08003";"Altres";"97";"2,40"
"08006";"Sí - Sí";"5188";"88,61"
"08006";"Sí - No";"357";"6,10"
"08006";"Sí - En blanc";"48";",82"
"08006";"No";"120";"2,05"
"08006";"En blanc";"30";",51"
"08006";"Altres";"112";"1,91"
